sales_id,sales_date,sales_time,store_id,product_id,customer_id,employee_id,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_type,transaction_id
18,2025-07-07,12:22:06,3196,6262,2179,10746,1,108764.13,108764.13,5438.21,103325.92,CARD,IN-TXN-20250707-9PPA26LW
19,2025-08-09,20:06:08,4998,1812,7729,2735,2,21410.73,42821.46,2141.07,40680.39,CASH,IN-TXN-20250809-1DVNYU4N
20,2025-07-06,15:03:31,868,3404,5189,11294,2,9218.26,18436.52,0.0,18436.52,CARD,IN-TXN-20250706-I67ILZ1P
21,2025-06-05,14:16:35,7944,5876,10074,10332,1,96892.54,96892.54,0.0,96892.54,UPI,IN-TXN-20250605-4P3COGGQ
22,2025-09-09,12:48:09,7213,1735,9602,11626,2,17970.85,35941.7,3594.17,32347.53,CASH,IN-TXN-20250909-KHT2X875
23,2025-09-07,15:42:13,2653,2318,4764,3305,1,4842.29,4842.29,726.34,4115.95,CASH,IN-TXN-20250907-6IYX7PQD
24,2025-06-03,15:29:19,8664,11545,9078,3451,2,25987.91,51975.82,0.0,51975.82,CARD,IN-TXN-20250603-QT458AJZ
25,2025-07-31,20:03:14,2040,6020,4810,5381,1,68880.74,68880.74,0.0,68880.74,WALLET,IN-TXN-20250731-FF5LZNMO
26,2025-07-22,18:06:57,5990,6802,6365,4787,1,94014.88,94014.88,0.0,94014.88,UPI,IN-TXN-20250722-IDMI8EDS
27,2025-06-08,12:43:49,2287,8470,1301,11361,1,35510.79,35510.79,0.0,35510.79,CASH,IN-TXN-20250608-YZSY6KC9
28,2025-08-13,12:35:35,5074,5097,7013,2330,2,16757.88,33515.76,1675.79,31839.97,CARD,IN-TXN-20250813-G3ABEO20
29,2025-07-11,19:39:20,5525,6668,2187,10890,1,36745.25,36745.25,0.0,36745.25,BNPL,IN-TXN-20250711-BFJL3559
30,2025-09-06,20:53:04,2629,6911,9468,8266,1,22826.19,22826.19,2282.62,20543.57,CASH,IN-TXN-20250906-5MR0BXG5
31,2025-08-03,16:24:02,11684,9965,11264,2309,1,75354.95,75354.95,3767.75,71587.2,UPI,IN-TXN-20250803-V4DTV0MG
32,2025-08-26,19:58:46,4622,8251,2692,11209,2,28997.63,57995.26,0.0,57995.26,UPI,IN-TXN-20250826-7X6QWYXU
33,2025-07-25,12:13:15,6908,280,793,6534,1,137315.45,137315.45,0.0,137315.45,UPI,IN-TXN-20250725-137VFDFN
34,2025-07-23,19:25:34,7418,1166,5392,44,2,15114.93,30229.86,0.0,30229.86,WALLET,IN-TXN-20250723-7FIWHY94
35,2025-09-09,17:16:29,7168,11894,4735,6129,1,56302.47,56302.47,0.0,56302.47,BNPL,IN-TXN-20250909-KUX9B6S5
36,2025-08-14,20:08:48,1749,5153,7702,4962,1,7459.8,7459.8,0.0,7459.8,CARD,IN-TXN-20250814-FW4KP31G
37,2025-08-31,18:54:07,3563,4456,3378,614,2,12864.65,25729.3,0.0,25729.3,WALLET,IN-TXN-20250831-6U9OMAWL
38,2025-07-26,17:38:08,8067,2274,328,3120,1,10695.51,10695.51,0.0,10695.51,BNPL,IN-TXN-20250726-5VPOZYA8
39,2025-08-14,19:15:56,7610,4191,8949,10192,1,80804.73,80804.73,4040.24,76764.49,WALLET,IN-TXN-20250814-EAEV74D1
40,2025-08-02,13:10:57,9379,3820,5979,9704,1,230567.37,230567.37,11528.37,219039.0,BNPL,IN-TXN-20250802-8XNQR6RD
41,2025-06-27,18:41:58,10481,11156,8320,6817,1,34797.07,34797.07,0.0,34797.07,UPI,IN-TXN-20250627-3M829RH4
42,2025-08-12,15:09:06,8904,3448,1565,2542,1,26966.39,26966.39,0.0,26966.39,WALLET,IN-TXN-20250812-HQBRO2GR
43,2025-06-27,13:09:42,4219,4133,9450,1163,1,693.55,693.55,0.0,693.55,CARD,IN-TXN-20250627-PG9WBJNO
44,2025-08-05,11:01:43,10858,4305,8928,11823,1,4341.74,4341.74,0.0,4341.74,CARD,IN-TXN-20250805-N6B7S0X6
45,2025-08-16,12:15:49,4111,3968,3384,6051,1,11582.86,11582.86,0.0,11582.86,BNPL,IN-TXN-20250816-I7EH6QZJ
46,2025-06-12,15:21:38,6180,8709,2546,6195,2,213881.64,427763.28,0.0,427763.28,BNPL,IN-TXN-20250612-7YX8OLB9
47,2025-06-28,20:02:37,3558,6443,3132,1445,1,166965.1,166965.1,0.0,166965.1,UPI,IN-TXN-20250628-ELD588UX
48,2025-09-09,10:39:28,8767,7695,7549,7622,1,15570.09,15570.09,0.0,15570.09,WALLET,IN-TXN-20250909-0NDBAUV6
49,2025-08-12,13:35:48,6552,11517,3037,4649,1,22541.38,22541.38,0.0,22541.38,CARD,IN-TXN-20250812-P3FTKI81
50,2025-08-24,20:01:28,6880,5047,4866,3130,1,134237.62,134237.62,6711.88,127525.74,WALLET,IN-TXN-20250824-MNKGADUD
51,2025-06-05,11:37:23,3790,10775,2714,840,1,100493.11,100493.11,10049.31,90443.8,BNPL,IN-TXN-20250605-BIAHZB1J
52,2025-06-05,11:07:55,6715,3016,1060,1502,1,94481.87,94481.87,0.0,94481.87,CARD,IN-TXN-20250605-CCHGNV7O
53,2025-07-06,13:02:07,1182,5330,10109,10366,1,127979.33,127979.33,0.0,127979.33,CASH,IN-TXN-20250706-8LG3GRD9
54,2025-06-01,16:13:42,346,10312,4031,5168,1,24741.85,24741.85,2474.18,22267.67,UPI,IN-TXN-20250601-FJ7584IB
55,2025-09-04,17:28:45,4303,1092,7216,814,1,130336.52,130336.52,0.0,130336.52,BNPL,IN-TXN-20250904-MHZI1LRJ
56,2025-09-02,15:22:58,7251,8413,5807,396,1,190301.9,190301.9,9515.09,180786.81,WALLET,IN-TXN-20250902-3DIU6LTU
57,2025-08-02,19:09:00,9300,203,10438,7390,1,12037.85,12037.85,0.0,12037.85,UPI,IN-TXN-20250802-12ODLGSD
58,2025-09-03,14:30:21,3924,6723,2829,11741,1,9823.56,9823.56,0.0,9823.56,CASH,IN-TXN-20250903-2ITJ6S9O
59,2025-07-16,19:22:30,3192,6147,8425,210,1,614.19,614.19,0.0,614.19,UPI,IN-TXN-20250716-WFZ27RY4
60,2025-09-05,15:39:43,11566,2711,11877,8308,1,79417.12,79417.12,11912.57,67504.55,UPI,IN-TXN-20250905-WAC6SHRA
61,2025-09-12,14:20:25,4766,2915,111,1461,1,1193.67,1193.67,0.0,1193.67,WALLET,IN-TXN-20250912-FU09S575
62,2025-07-30,18:17:26,770,4012,2383,8850,1,20997.53,20997.53,0.0,20997.53,CASH,IN-TXN-20250730-3HUW3QWZ
63,2025-06-29,15:45:45,7600,307,5140,4321,1,150649.34,150649.34,7532.47,143116.87,BNPL,IN-TXN-20250629-ZNBXELSW
64,2025-07-25,12:13:27,6832,1539,5366,820,3,190029.34,570088.02,28504.4,541583.62,BNPL,IN-TXN-20250725-XYY44EE5
65,2025-07-04,14:01:52,2001,10066,7443,10708,2,189658.76,379317.52,0.0,379317.52,CARD,IN-TXN-20250704-C5Q09HZ3
66,2025-08-05,18:27:49,4702,10805,5559,8513,1,10408.04,10408.04,520.4,9887.64,CARD,IN-TXN-20250805-VBX5VG9T
67,2025-06-14,11:31:07,2905,7987,1307,6139,1,2269.01,2269.01,340.35,1928.66,CASH,IN-TXN-20250614-BII6BQT0
68,2025-07-29,11:27:37,3680,1957,3816,9377,1,49845.3,49845.3,4984.53,44860.77,CARD,IN-TXN-20250729-ANDQV8NT
69,2025-08-12,13:37:32,927,7351,172,8057,1,189076.76,189076.76,9453.84,179622.92,BNPL,IN-TXN-20250812-VFZB1SST
70,2025-09-03,16:47:19,1357,4191,7866,386,2,80804.73,161609.46,0.0,161609.46,BNPL,IN-TXN-20250903-E7D2EO9K
71,2025-08-15,15:16:34,10258,757,10747,5891,1,70205.22,70205.22,0.0,70205.22,CARD,IN-TXN-20250815-41HUM2L8
72,2025-06-24,16:09:28,5994,5813,3534,11578,4,38134.36,152537.44,0.0,152537.44,BNPL,IN-TXN-20250624-TZYZUDI7
73,2025-06-28,19:47:01,10136,8985,985,3299,1,47400.82,47400.82,2370.04,45030.78,WALLET,IN-TXN-20250628-JM8R6D7B
74,2025-06-11,20:43:56,11746,2003,3619,1926,1,15506.91,15506.91,0.0,15506.91,BNPL,IN-TXN-20250611-BKZHM6P6
75,2025-07-03,20:02:23,8389,538,7363,9088,1,59100.89,59100.89,5910.09,53190.8,BNPL,IN-TXN-20250703-DILV10YD
76,2025-07-26,21:07:51,713,1820,1272,7086,1,220739.24,220739.24,0.0,220739.24,CARD,IN-TXN-20250726-ZISPAA6E
77,2025-06-12,10:59:51,11885,5351,1413,8348,1,87637.08,87637.08,0.0,87637.08,UPI,IN-TXN-20250612-BPOR8K82
78,2025-08-24,14:45:24,9597,2812,10033,6396,1,25847.03,25847.03,0.0,25847.03,CARD,IN-TXN-20250824-CCBN79LB
79,2025-08-15,21:05:11,9365,4500,4260,2757,1,25849.68,25849.68,0.0,25849.68,CASH,IN-TXN-20250815-9FQNVTQL
80,2025-07-23,16:08:40,6785,7448,3081,5103,1,21171.04,21171.04,2117.1,19053.94,BNPL,IN-TXN-20250723-9JFE4RBV
81,2025-06-10,18:52:39,5532,3375,6902,11128,1,36484.53,36484.53,3648.45,32836.08,UPI,IN-TXN-20250610-QT1N3E6X
82,2025-09-08,18:55:53,3536,4692,10587,10749,1,70795.88,70795.88,0.0,70795.88,WALLET,IN-TXN-20250908-35ED5SIW
83,2025-07-14,15:27:13,3492,5599,8555,11941,1,7044.3,7044.3,352.22,6692.08,UPI,IN-TXN-20250714-R9FTFZHT
84,2025-09-03,20:19:20,5204,7349,1816,9729,1,226235.37,226235.37,0.0,226235.37,UPI,IN-TXN-20250903-6B2SZAXR
85,2025-09-08,14:43:45,3751,4267,7322,758,1,199250.05,199250.05,0.0,199250.05,UPI,IN-TXN-20250908-LAD4K0DO
86,2025-06-26,11:55:34,3094,10944,5841,1531,1,206557.24,206557.24,30983.59,175573.65,CARD,IN-TXN-20250626-N9R4YSQS
87,2025-08-10,11:31:42,552,3524,1492,314,1,61568.82,61568.82,0.0,61568.82,WALLET,IN-TXN-20250810-FOKC23ZC
88,2025-07-13,16:14:01,7392,9779,9916,8841,1,36735.7,36735.7,0.0,36735.7,CARD,IN-TXN-20250713-V0N9HAJE
89,2025-08-28,20:45:26,3175,787,6757,8131,1,18339.91,18339.91,917.0,17422.91,WALLET,IN-TXN-20250828-TGAQ6EZT
90,2025-07-02,12:35:32,428,9532,613,1827,1,9504.27,9504.27,0.0,9504.27,CARD,IN-TXN-20250702-70162775
91,2025-09-09,12:19:38,8557,10864,5326,8139,1,88364.29,88364.29,0.0,88364.29,CARD,IN-TXN-20250909-5WCR124R
92,2025-09-04,12:25:55,976,10425,658,7542,1,7105.75,7105.75,710.58,6395.17,UPI,IN-TXN-20250904-UAV1J2Q3
93,2025-07-09,18:12:02,9446,568,6246,5150,2,47341.37,94682.74,0.0,94682.74,UPI,IN-TXN-20250709-V5JX9HD8
94,2025-07-31,18:28:59,4244,1089,2383,9897,1,125633.04,125633.04,0.0,125633.04,CARD,IN-TXN-20250731-74J67X5E
95,2025-09-11,10:33:29,2251,7165,4533,4031,1,151192.08,151192.08,7559.6,143632.48,CARD,IN-TXN-20250911-G1DWBRYL
96,2025-07-01,12:02:47,5109,7516,6461,10429,1,45808.01,45808.01,0.0,45808.01,CARD,IN-TXN-20250701-1TFN3ME8
97,2025-07-25,18:14:12,3848,5192,1624,9385,1,96180.99,96180.99,9618.1,86562.89,UPI,IN-TXN-20250725-5ATR2N1M
98,2025-07-28,17:38:43,1043,1664,3023,6766,1,116403.47,116403.47,0.0,116403.47,CASH,IN-TXN-20250728-TJAP9K7H
99,2025-07-21,14:58:42,4257,3834,2113,11840,1,192430.92,192430.92,19243.09,173187.83,WALLET,IN-TXN-20250721-5R69EDQF
100,2025-09-11,19:17:49,7155,9181,8026,4997,1,44627.7,44627.7,0.0,44627.7,UPI,IN-TXN-20250911-UIKWYT8S
101,2025-07-23,13:46:35,2716,8823,34,9175,1,9102.29,9102.29,0.0,9102.29,BNPL,IN-TXN-20250723-OJMY0X9S
102,2025-07-08,19:53:33,627,556,9511,2732,1,8199.01,8199.01,0.0,8199.01,BNPL,IN-TXN-20250708-L31QU5NZ
103,2025-09-11,19:52:25,2282,7217,11789,3720,1,62016.72,62016.72,0.0,62016.72,CASH,IN-TXN-20250911-JN016YF9
104,2025-07-19,10:27:36,4549,5086,400,10991,1,176110.97,176110.97,0.0,176110.97,BNPL,IN-TXN-20250719-O160J864
105,2025-07-19,18:29:20,605,11087,1366,9824,2,155461.13,310922.26,0.0,310922.26,UPI,IN-TXN-20250719-3DRP65GT
106,2025-06-14,13:39:51,9168,1598,10327,6573,1,212073.57,212073.57,0.0,212073.57,UPI,IN-TXN-20250614-ZHYIUT3C
107,2025-06-18,11:48:23,5308,8144,9589,233,1,225553.81,225553.81,0.0,225553.81,UPI,IN-TXN-20250618-HO6NUXQ1
108,2025-07-21,13:17:39,4845,3804,6503,11030,1,36603.86,36603.86,0.0,36603.86,BNPL,IN-TXN-20250721-01I5QXTG
109,2025-07-13,17:22:48,8507,2587,8693,7227,3,73210.71,219632.13,0.0,219632.13,BNPL,IN-TXN-20250713-AJXIJGQ7
110,2025-09-12,18:35:04,1621,1239,11295,1754,1,25731.07,25731.07,0.0,25731.07,CARD,IN-TXN-20250912-C8SBQKUJ
111,2025-07-15,10:41:56,3498,2959,944,9728,1,117290.95,117290.95,0.0,117290.95,CASH,IN-TXN-20250715-YZMHAQ8K
112,2025-06-18,19:43:10,8674,2029,6256,7418,2,88889.17,177778.34,8888.92,168889.42,BNPL,IN-TXN-20250618-XLTC0UQL
113,2025-09-13,19:24:06,9597,4843,2179,8229,1,16366.12,16366.12,2454.92,13911.2,CASH,IN-TXN-20250913-BW0Z0MXC
114,2025-06-11,18:35:19,5006,7880,3249,9511,2,171433.95,342867.9,0.0,342867.9,BNPL,IN-TXN-20250611-JIRAEK0U
115,2025-09-07,14:47:05,1652,9029,3601,559,1,88350.7,88350.7,4417.54,83933.16,UPI,IN-TXN-20250907-IS4W71KI
116,2025-07-11,18:22:08,10989,4131,7174,10728,1,54341.19,54341.19,2717.06,51624.13,WALLET,IN-TXN-20250711-PNST1IZT
117,2025-06-01,15:16:51,1219,5025,6892,1829,1,3950.41,3950.41,0.0,3950.41,BNPL,IN-TXN-20250601-HG0I2KEO
118,2025-08-07,12:00:20,2544,6257,36,5863,2,28124.84,56249.68,2812.48,53437.2,CARD,IN-TXN-20250807-ELSVNYXM
119,2025-07-12,20:31:17,4964,9390,8735,2330,1,21444.91,21444.91,0.0,21444.91,UPI,IN-TXN-20250712-B99K93N9
120,2025-08-11,20:07:58,4264,8503,11233,10621,1,25154.16,25154.16,3773.12,21381.04,UPI,IN-TXN-20250811-N1OWGDEE
121,2025-06-20,12:41:53,4035,8847,287,3329,2,9620.05,19240.1,0.0,19240.1,CASH,IN-TXN-20250620-SP78PE5Q
122,2025-09-08,10:40:07,2416,4727,2912,1707,1,47206.31,47206.31,0.0,47206.31,BNPL,IN-TXN-20250908-MD57GUZU
123,2025-08-28,11:38:49,7884,11873,5989,9122,1,169569.8,169569.8,0.0,169569.8,CASH,IN-TXN-20250828-LX7XO07U
124,2025-08-23,16:18:26,7806,3259,9812,10596,1,151546.18,151546.18,7577.31,143968.87,CASH,IN-TXN-20250823-4B5QZQHH
125,2025-06-05,18:10:28,4738,731,5100,8312,2,31178.46,62356.92,0.0,62356.92,UPI,IN-TXN-20250605-F4DNNL4Z
126,2025-07-13,17:35:58,9099,5584,10433,5681,1,39226.78,39226.78,0.0,39226.78,WALLET,IN-TXN-20250713-EN8908W3
127,2025-07-10,15:02:06,2006,3453,7914,6918,1,123645.61,123645.61,12364.56,111281.05,BNPL,IN-TXN-20250710-IUPC14H8
128,2025-07-23,15:31:51,9750,1575,4451,432,1,19774.81,19774.81,0.0,19774.81,CARD,IN-TXN-20250723-XE4DGNFA
129,2025-08-03,20:24:21,2874,1126,2450,4193,1,234865.14,234865.14,0.0,234865.14,CASH,IN-TXN-20250803-0548W4W4
130,2025-06-10,20:19:28,8750,4425,9658,1941,1,192747.72,192747.72,0.0,192747.72,BNPL,IN-TXN-20250610-5L1Z5564
131,2025-08-22,20:48:59,9194,7406,7109,7378,1,4857.46,4857.46,242.87,4614.59,UPI,IN-TXN-20250822-O9YCTSUX
132,2025-08-22,14:20:40,8205,10208,2234,7694,3,5123.17,15369.51,1536.95,13832.56,BNPL,IN-TXN-20250822-8ZJXT73K
133,2025-06-18,11:00:51,8689,6997,10863,5527,1,209122.93,209122.93,20912.29,188210.64,BNPL,IN-TXN-20250618-LM4VTJZU
134,2025-08-17,20:49:40,11198,8542,37,1577,1,37594.41,37594.41,0.0,37594.41,CARD,IN-TXN-20250817-A7RF9FQQ
135,2025-06-11,15:25:20,6870,10153,8758,3341,1,8513.31,8513.31,0.0,8513.31,UPI,IN-TXN-20250611-9HZ0VTEC
136,2025-08-12,11:51:55,331,5714,10171,4928,1,86445.11,86445.11,0.0,86445.11,CARD,IN-TXN-20250812-R3N32X0M
137,2025-07-29,14:14:51,7605,10905,6576,6704,1,56043.22,56043.22,2802.16,53241.06,CARD,IN-TXN-20250729-NHWZAQDL
138,2025-08-13,15:46:34,4710,8803,7167,7569,2,18698.24,37396.48,0.0,37396.48,BNPL,IN-TXN-20250813-JB4QBGFH
139,2025-06-08,11:22:28,6797,1282,10053,5320,1,22066.98,22066.98,0.0,22066.98,CARD,IN-TXN-20250608-ET2DG3L4
140,2025-07-13,19:06:15,3324,1805,211,4699,1,2815.6,2815.6,140.78,2674.82,WALLET,IN-TXN-20250713-MH5X20JV
141,2025-07-11,19:08:47,11482,11948,2599,2600,1,61726.58,61726.58,0.0,61726.58,BNPL,IN-TXN-20250711-142XINM5
142,2025-07-07,14:40:41,6767,5704,1527,3506,1,11761.09,11761.09,0.0,11761.09,CARD,IN-TXN-20250707-UPHM11D2
143,2025-07-29,17:18:53,10699,9114,10276,7750,2,19843.08,39686.16,0.0,39686.16,CASH,IN-TXN-20250729-AX38PPD2
144,2025-08-22,11:22:57,2768,9645,2780,10813,1,2283.65,2283.65,114.18,2169.47,CARD,IN-TXN-20250822-N00XVSMA
145,2025-07-29,15:58:32,6594,10743,7314,8294,1,7947.76,7947.76,794.78,7152.98,BNPL,IN-TXN-20250729-PUN05O86
146,2025-07-18,18:45:42,1852,3458,4348,6689,1,113690.46,113690.46,0.0,113690.46,CARD,IN-TXN-20250718-TX89TM98
147,2025-08-08,21:26:25,6718,9871,1022,4165,4,212123.22,848492.88,0.0,848492.88,UPI,IN-TXN-20250808-HEJ6MHZO
148,2025-07-03,10:17:05,7879,6659,196,189,1,23504.62,23504.62,0.0,23504.62,WALLET,IN-TXN-20250703-MPYQN184
149,2025-08-08,14:44:46,6164,8988,10768,10057,1,40418.91,40418.91,4041.89,36377.02,CASH,IN-TXN-20250808-3E46VK7O
150,2025-07-25,17:37:27,3939,8728,8172,11156,2,18558.2,37116.4,1855.82,35260.58,CASH,IN-TXN-20250725-46GS3JJ4
151,2025-08-30,17:41:50,325,6426,4571,2739,1,15664.01,15664.01,0.0,15664.01,CASH,IN-TXN-20250830-9S4H3H0M
152,2025-06-16,18:13:49,1493,4493,10639,11714,1,45052.28,45052.28,0.0,45052.28,CASH,IN-TXN-20250616-ELM192UH
153,2025-07-20,12:31:27,10906,8767,8930,1518,1,47707.85,47707.85,0.0,47707.85,WALLET,IN-TXN-20250720-HCHXQMYW
154,2025-07-13,12:13:24,4817,8403,8532,11251,1,151446.94,151446.94,7572.35,143874.59,CARD,IN-TXN-20250713-X3MHD5VT
155,2025-08-19,12:41:00,5104,2370,2046,1892,1,134056.63,134056.63,0.0,134056.63,CASH,IN-TXN-20250819-ZPJEI57P
156,2025-08-04,17:23:59,11194,5254,3709,1702,1,153363.17,153363.17,0.0,153363.17,BNPL,IN-TXN-20250804-QY1E6PG4
157,2025-08-16,13:30:40,5964,4340,3864,9825,1,82356.34,82356.34,0.0,82356.34,CASH,IN-TXN-20250816-7OZWRKKI
158,2025-08-27,14:44:50,11491,717,2780,6370,1,4669.03,4669.03,700.35,3968.68,WALLET,IN-TXN-20250827-05CBO9XW
159,2025-06-09,10:01:45,205,991,4947,2036,1,154607.13,154607.13,0.0,154607.13,UPI,IN-TXN-20250609-L7EBKKI2
160,2025-07-28,16:02:37,2491,11608,11115,6064,2,18540.31,37080.62,1854.03,35226.59,BNPL,IN-TXN-20250728-QH9P0EOP
161,2025-06-12,10:49:27,7283,2964,7889,11867,1,25320.92,25320.92,0.0,25320.92,BNPL,IN-TXN-20250612-JN97E272
162,2025-07-03,20:50:28,9327,10758,6683,8811,1,77963.3,77963.3,0.0,77963.3,UPI,IN-TXN-20250703-T195OVHH
163,2025-06-04,17:35:22,5604,3235,8507,5638,1,50325.39,50325.39,0.0,50325.39,CARD,IN-TXN-20250604-9IR4OS3D
164,2025-07-21,20:34:15,6391,5287,3694,7649,1,9366.14,9366.14,468.31,8897.83,CARD,IN-TXN-20250721-ULH9LV4A
165,2025-08-14,14:44:30,8175,8318,9199,9475,1,4969.2,4969.2,248.46,4720.74,CARD,IN-TXN-20250814-MDNMOEO7
166,2025-06-24,18:31:37,3027,1752,9987,1141,1,766.42,766.42,0.0,766.42,CARD,IN-TXN-20250624-43SXCEVM
167,2025-07-04,16:24:12,9579,10027,3776,9966,3,36323.03,108969.09,0.0,108969.09,UPI,IN-TXN-20250704-YMNWF4KD
168,2025-08-04,16:10:02,5518,4205,10413,5792,1,5580.63,5580.63,558.06,5022.57,CARD,IN-TXN-20250804-5E5AV85Q
169,2025-08-21,20:34:57,531,1017,6086,2173,2,34236.64,68473.28,0.0,68473.28,CARD,IN-TXN-20250821-HJPYZYLB
170,2025-09-10,18:08:19,10636,1363,140,1839,2,8851.41,17702.82,0.0,17702.82,UPI,IN-TXN-20250910-PNRUEW2W
171,2025-08-27,10:36:24,6430,11940,10292,8772,1,9945.24,9945.24,0.0,9945.24,BNPL,IN-TXN-20250827-FTGL4SWZ
172,2025-09-05,17:10:44,11475,8529,9272,9417,1,46894.53,46894.53,2344.73,44549.8,CASH,IN-TXN-20250905-NIAX2P1M
173,2025-09-10,10:51:44,11551,1964,1541,3868,1,76527.42,76527.42,0.0,76527.42,CASH,IN-TXN-20250910-I2J3M1DH
174,2025-09-09,19:25:27,8714,6008,4919,7449,1,44505.51,44505.51,2225.28,42280.23,CASH,IN-TXN-20250909-IF9J1STN
175,2025-07-14,17:41:05,7412,5120,6896,1283,1,5051.67,5051.67,0.0,5051.67,CASH,IN-TXN-20250714-9022ITR1
176,2025-07-02,18:28:49,5100,9211,11430,9933,1,22474.23,22474.23,2247.42,20226.81,CASH,IN-TXN-20250702-18RCCZEB
177,2025-06-26,19:38:40,5340,10647,11578,11179,2,36549.39,73098.78,0.0,73098.78,BNPL,IN-TXN-20250626-RU1H0Q00
178,2025-09-03,10:55:03,6070,9708,9613,2568,4,88721.81,354887.24,0.0,354887.24,CARD,IN-TXN-20250903-AEY849O4
179,2025-08-05,12:12:01,5240,652,1990,499,2,72062.88,144125.76,0.0,144125.76,CASH,IN-TXN-20250805-O02IU9IC
180,2025-08-18,18:53:14,9417,7496,9732,10704,1,8453.25,8453.25,0.0,8453.25,WALLET,IN-TXN-20250818-M61DKEJJ
181,2025-08-08,18:46:39,11939,11874,8799,578,2,13875.79,27751.58,4162.74,23588.84,WALLET,IN-TXN-20250808-JS0IALR1
182,2025-07-05,10:16:19,7577,4644,7741,5363,1,70123.59,70123.59,0.0,70123.59,WALLET,IN-TXN-20250705-YVL610Q6
183,2025-07-25,18:14:37,3267,1928,7570,732,1,6051.83,6051.83,302.59,5749.24,CASH,IN-TXN-20250725-PCJ9B2GV
184,2025-06-26,13:11:57,7022,8247,1826,4168,3,80263.75,240791.25,0.0,240791.25,CASH,IN-TXN-20250626-P31B4DUS
185,2025-06-20,12:37:39,7363,5634,6579,1865,1,74893.23,74893.23,3744.66,71148.57,BNPL,IN-TXN-20250620-3UVH9OHJ
186,2025-07-18,12:31:04,7747,1348,70,2419,4,42589.78,170359.12,0.0,170359.12,UPI,IN-TXN-20250718-RUNR8W0L
187,2025-09-12,12:51:21,8685,9549,6112,5747,1,3326.31,3326.31,166.32,3159.99,UPI,IN-TXN-20250912-K0OCA5P5
188,2025-06-23,10:16:45,7864,5353,8509,9666,1,49390.79,49390.79,0.0,49390.79,CARD,IN-TXN-20250623-ZY92XGES
189,2025-06-09,21:01:45,11662,3146,4185,4009,1,217825.03,217825.03,0.0,217825.03,WALLET,IN-TXN-20250609-4ANTNGA6
190,2025-09-10,13:39:37,5434,11445,1603,9779,1,12603.42,12603.42,0.0,12603.42,CARD,IN-TXN-20250910-X7XMH98L
191,2025-08-16,20:24:45,5204,2329,2462,3081,2,54206.39,108412.78,5420.64,102992.14,CASH,IN-TXN-20250816-26CMC9K8
192,2025-08-27,12:18:10,10631,5937,1059,8863,1,26044.64,26044.64,0.0,26044.64,BNPL,IN-TXN-20250827-D3O0ABKA
